A,B,C,D,E,F,G
2080-10-23,51153,61773,szxccij,-249104.52,plemwx,kmqf
1954-10-16,75288,14381,bimyodaj,74427.20,hsdqkxzt,iii
1938-10-27,52661,96434,rkuf,-340972.81,xibmlxs,xdylbsgs
2017-10-28,20253,95011,pbpi,-116949.56,fjgs,rpd
2003-10-13,68657,97698,mblhjyb,-30077.20,gyfo,vaunyx
2095-10-13,19322,35645,vqntktev,-239586.24,vyf,gmlqzw
2037-10-29,43048,6775,mayw,-105896.89,hfbvons,arj
1979-11-13,37915,66424,ota,308579.13,wsulq,dgpoesrt
1935-10-14,56669,99312,humk,-211011.95,ipr,omwqvpr
1932-11-26,55934,8715,lcx,-248251.73,gqciopkt,biigsnug
1955-11-19,71455,66737,dhfs,-293314.81,rigwqj,wqi
2048-11-14,43449,88707,yfnfgh,260582.07,axrnbybp,szeryx
1901-10-26,92803,72473,ifcne,268663.31,nyq,bqhvr
1992-11-11,78324,95277,swogr,-265237.46,kwp,rpemkqq
1968-11-18,37546,953,zhnz,-39163.88,ezlanj,dbdflrlz
2072-10-26,14697,35261,zqtrulef,30526.70,rmnq,rteplrz
2024-11-24,40629,66816,ripcdjc,-23679.42,cpvr,syk
1971-11-20,51889,97370,eknppolo,219708.26,biza,ittggghj
1985-11-30,89881,15435,wyvrv,218651.23,uawqr,yvqy
2050-11-18,61273,39089,upj,-247533.56,pepinea,ofyxowdi
2058-10-17,19380,69301,gialcx,-83010.11,oitsr,palh
2031-10-18,51895,36690,irn,-15310.60,ouysuuhs,amxnxms
2031-10-13,47865,51798,txwdpnd,-209979.13,iqinuwcm,zafqqny
1981-10-24,58697,33816,spjebut,19732.95,hvemeb,fjw
1954-11-17,12968,84954,cueoqng,344816.43,yqvbc,kar
2038-11-26,58437,93025,phbo,278654.27,qfcnc,bqak
2056-11-25,99807,41090,cvkyeifv,-88603.10,uaqsj,anclvdz
2021-11-18,24945,50698,hqvn,344304.24,jtxb,frsapwl
1995-10-14,90570,96893,wdmqut,271843.35,ekssvv,utd
2003-10-21,35647,77724,srdzzox,-128133.33,cktjtrv,eyztfxg
2048-11-23,97603,28915,maaqvb,137535.55,tit,cikdutuk
1907-10-13,98719,90228,fvweoh,174970.98,smuicq,ufswg
2038-11-24,75213,20824,otudtt,68723.62,orradw,jivctbi
2006-11-21,48568,76534,uqlq,-45688.76,imgecj,rwkn
2029-11-30,45000,32115,nbgvere,-70106.73,mubomzs,mnfuqiig
1951-11-14,2184,28247,cmk,128478.85,lvpeg,axlq
1993-10-24,40969,29441,zldjg,391.95,xzvirjl,dst
2080-10-17,51794,46516,poc,-263174.45,gtmr,mla
1967-10-18,17738,49303,kqvpvt,145639.90,jodaptmo,shris
1928-11-19,74669,39570,njtyxvhf,-212230.17,eiae,xvjagas
2057-10-25,29070,16330,ilfvjrzz,338706.45,deyyst,whtyman
1911-11-16,27636,21717,tbqicq,320984.20,dtjzn,aae
1993-11-25,42497,83212,rlowml,100353.36,imvwiu,nuhqml
2010-10-23,30897,10866,vetrcjc,-158073.55,xovk,ecrjy
1901-10-22,40055,55322,bzhkhk,149180.72,dwy,cvq
1967-11-12,67800,52848,vtaiuz,324627.77,laubvtn,fnr
1975-11-16,11835,14303,xnbgffyq,-194932.52,wive,nonoev
1959-11-21,52266,48338,ztfw,182053.56,kvak,hqjdowuy
1982-11-14,23470,52905,imck,262042.95,ynla,hczbpz
1925-11-16,60704,39215,nyccpz,-186323.15,aocp,evz
2010-10-11,54485,1482,ewdwewye,48406.65,zlpfk,katexg
1920-10-29,4888,95737,tohbycui,-273351.42,ejqt,eevna
1954-10-19,21610,27487,nvamn,-23926.92,amkhrl,rriikj
1907-10-11,82384,2356,uhr,307316.62,wph,akxyof
2027-11-25,16625,96569,lusnxs,-288698.27,lpoph,lplkph
2024-10-10,54149,15072,mox,-312356.84,xhlfb,unoqaqwk
2062-11-18,3513,36718,soivuevx,19990.23,vhis,mub
1955-10-18,70248,667,ojtivuu,299803.38,thnp,xaqmw
2016-11-29,9693,89848,mhtx,-248022.72,ruaexcki,mzdtu
1981-11-13,3777,8477,lhaaph,-333477.84,viplo,tavwmn
1939-10-24,32811,43375,iwsj,-26964.58,seuj,fjujfi
1906-11-14,88611,97173,nwc,-97855.94,ktaaa,vmutc
2097-10-24,52580,84069,bezpqosa,106050.50,ifkewrlh,nzildrzo
1903-10-27,30591,1809,bdhfnlgo,292833.58,ewltyeuu,pxlsor
1915-11-13,5719,32843,jny,-66935.99,axeidjeg,ysi
2054-10-15,30787,22978,brs,-166639.27,tfjgiifl,mokdct
2038-11-25,40621,13805,mkrev,57765.48,kehb,kqwt
2065-11-22,16523,88061,nxseeufa,-137802.81,kpubyvl,vpa
1955-11-14,98453,15423,qmmlle,58056.14,srol,bldc
2067-11-21,44357,70428,naxynllw,292532.97,mbljl,osvg
2046-11-15,66818,97899,wohby,-201223.37,yozdxn,hpb
2084-10-25,90363,86207,icnvvpr,286976.87,rajmc,wakaycw
2055-11-29,93303,96623,wqyxcz,-195913.77,hrwtew,ifuy
1940-11-20,96152,55290,zqqt,269559.06,wuw,ohxgqb
2094-11-18,36787,88609,gauygxmv,-40805.63,uqiekel,swkwoxiy
2042-11-19,40720,43768,rosnimwd,-286392.94,godtnj,zwewy
2003-11-25,15777,71210,xeyzjfo,200834.22,pwzvxm,dknh
2045-11-26,70194,4196,ewhqalv,-260562.67,mukwbn,fgplt
2052-10-19,61416,92149,eesdki,94464.28,inzxscqx,bomgpfp
2027-11-23,87879,95254,yeikcd,241287.18,sfvrja,mmfs
1954-11-11,73319,37670,kgye,-125829.41,utvbx,shhkfn
1980-11-17,63885,53345,vtfaue,65297.85,nyongpr,xutt
1997-11-30,56138,85250,url,311380.87,dnr,afypt
2064-10-30,24923,12351,hxlfd,-253541.92,paadllm,qgbusccs
2091-11-18,45586,80779,nvehoza,-191480.97,laboetoh,stj
2000-10-22,22668,75738,kjmmd,-218910.34,nwlp,avtymaz
2012-11-17,99984,81212,sbpyrmx,336818.16,oxtkugm,qcro
2094-11-19,83326,62242,twrg,-97133.25,pytj,wypcrioh
2057-11-26,79189,42134,wfbboa,-142318.66,vsv,zwpqg
2041-11-17,28803,29324,foougy,-190778.74,mwheg,azqyp
1992-10-10,17594,65200,dqwxso,96552.87,dyex,tqumzwu
2032-11-24,35283,40252,hvhxcpve,338256.35,ftri,bul
1965-11-14,1944,49093,joha,192859.19,ssswvu,thna
1961-10-16,58189,11865,jgkt,-55682.90,frnewjeo,ipqdo
2090-10-23,50249,14857,lnwmr,328177.78,yrctw,sjzng
2028-10-29,64487,76347,jnszyepd,248220.63,reyzzvor,bnmzngi
2093-10-18,95559,19961,dsdc,-130940.66,jyoc,lmhbe
1956-10-18,15218,38874,furailki,91942.15,ylkc,rnhmc
2056-10-25,2840,48326,nbpaewl,81257.90,dgbse,cttcpdq
2021-11-19,41084,48818,zkbpudpx,-50907.35,xnc,mqsnrto
2029-10-19,35205,52570,ilhgs,151148.17,dmadfyv,kweumxca
2071-10-15,45865,52972,mxgf,-158406.61,jeuoow,idr
1936-10-18,47755,84182,fcsqceut,-276088.85,skiuv,mqplouk
1961-10-28,83683,50200,vpiahw,330082.07,ort,hmkdos
1926-11-21,89950,63049,gye,-325543.15,uvhsrldy,dwf
1921-10-24,63700,87477,yzqp,-241517.00,ylemp,yvahz
1915-11-28,47936,85306,eqik,125668.98,mupucwku,fxqssg
2051-10-30,13631,10195,bfgs,-297030.21,tpeo,vqcpnl
1940-10-18,47347,64499,ngrqh,-70378.39,cbldc,lxx
2055-10-24,73398,92499,mgctvd,49571.54,nmvqvxb,bhutipi
2096-11-19,41222,22498,nyjahptl,-113299.38,ummqcg,wnh
1991-11-12,44431,44285,wecdjju,51497.91,fsvdif,crhghk
1904-10-18,19422,67360,zih,319378.29,iqtwyqor,ofpkaw
2028-11-16,2923,50722,aqnkae,263848.22,zmzwbe,bwi
2086-10-15,15874,16456,pzxf,-74288.01,dblwi,ceujc
2089-10-11,59301,14091,avvmeycy,-304424.67,ziqkimfg,kqxvtbry
1981-10-22,12529,79819,dglnymon,13935.37,hfrg,pgiholew
2058-10-18,44621,76737,zls,207885.81,cqgpy,ypnqnwco
1922-10-20,38323,76735,ekyuuzj,-56522.12,hdezcccs,lvanyo
2042-10-12,18064,98878,huxbdg,-205947.35,xmjc,ueshzn
2032-10-26,53730,85783,btsg,-225332.77,zwaltmd,nowhz
1911-10-18,41618,34470,wqanest,-30594.65,gkdhbskk,kjvkkt
1927-11-13,10843,32199,ffzbf,-142985.63,jwuvtidk,ndv
1965-11-19,80411,73281,cmmuwid,-118224.52,wpu,qvlowwj
2054-10-23,729,1877,pafwp,-331573.19,dxwma,vmnbt
2098-10-16,58293,47256,ebjpbymb,238918.36,clsonrxd,uzgpsqrf
1924-10-16,23141,78903,uaahtfn,30720.83,tci,npa
1919-11-20,80251,1772,kiq,139113.37,mvx,jiohxva
1903-11-19,90117,60493,rgcn,-116429.73,nqjludsf,bqtotfft
1945-10-22,74860,9833,uczyqno,342091.58,ssuzjal,uwcfvaz
2053-11-25,45068,28693,xzjdw,-30210.12,fuvrikfb,llx
2047-10-23,84110,65173,rsidwpba,-102370.01,czmvsoco,txvob
2001-11-16,81947,10275,zxaavb,271405.92,weh,xmbtiws
2091-11-12,84185,26949,zxqfmxx,-189854.97,ilxr,tfgnjfm
1976-11-14,81659,74579,yzcwnjr,-26159.63,tqz,wrkwsme
1907-11-12,58296,29488,xywkr,-243233.97,xxkjcoy,ckpq
1922-10-11,21240,3104,rldk,-336048.11,elh,hurca
2003-11-29,55785,83145,njxoco,25099.00,aybds,rwcl
1947-10-16,86330,15728,ide,119867.51,blvqbfk,ekjrr
2081-11-11,81080,45392,rofbcj,322877.78,kdzqgiyk,thson
2031-10-20,68065,19870,gqawukv,-105899.44,lijxj,mra
1911-11-29,16263,18507,lbb,160240.37,oocud,ueudnrba
1981-11-19,50587,6592,qznqbliz,-161070.36,fpfirper,dqsgkw
1959-10-23,43070,97573,ylvr,-46188.16,elimgbao,reif
1945-10-13,46664,12031,kiha,-107504.73,ffkpcv,tuwkv
1945-11-19,53381,30403,jafyf,-162316.04,mrjac,jwlm
1967-11-17,58559,44648,kkn,-199291.76,qpdy,zsrletsl
2047-10-19,86721,84867,zwl,186139.30,awtfm,yhnwzfmf
2096-11-11,69326,25983,dhkxpbnl,-343703.18,hctjbg,oradff
2067-10-29,3915,11675,cencqwj,-126187.59,fdot,tefjgi
1986-10-20,93765,17950,modlr,204560.35,nmmnsdoz,zsuvm
2064-10-26,72151,2341,dcznmn,-183819.57,yrbswj,cixdgqc
1941-10-16,6782,49565,azqz,-292915.93,jhvrc,hrvodzw
1951-11-28,59337,12421,mda,264708.79,bamg,nhli
2095-10-25,91129,9423,dcpswaqg,-175695.82,cbkrfaw,ouh
2091-10-17,61032,30522,woo,187300.14,bmnfb,vqwt
1995-11-13,3003,89457,fkj,-50668.86,ovzojmvd,jtooh
2041-11-19,10191,58459,rdjgs,89867.59,bofowqlr,lnb
1906-11-21,76985,85581,ewnl,255261.68,pjudquc,aou
1994-11-28,87276,7862,pwo,19462.49,xtjlgvj,lxwzhg
2094-11-24,9366,63996,obtoerg,340101.59,fxfl,hii
1986-10-29,59582,37184,tahup,-77563.99,pynnrvcz,jwe
1949-11-23,75897,59676,plsajgrz,-274901.41,ragpqdc,zgolx
2020-11-15,23163,47484,pixh,116919.09,vmb,ddvb
2038-11-16,64559,60399,ndbp,-62328.40,afjqy,yzt
2047-11-11,1960,46969,exw,99542.52,xljzl,jbuyr
1997-10-21,30360,55559,tdcy,-198163.68,tiyqte,redw
2045-11-18,10459,31226,yqvxnaqh,108411.10,jecivb,higsxfg
1900-10-15,78528,19545,ihe,-240802.46,brjvxrv,ujlnu
2045-10-19,43213,49325,wdrhtjaa,92958.11,gjldh,hofpr
1922-11-29,76043,79161,nxp,203584.33,vvztm,crxbiw
2003-10-12,8642,86239,tuhii,94107.81,kaxc,lcqfu
2062-11-16,19587,44562,wyllix,-223239.77,lvyhcvf,qcvp
2014-11-28,57057,55644,lamr,21516.02,olb,bpkuris
2071-10-22,81518,93365,wlrvqdqt,324596.27,ztpfdbrd,uhrr
1939-11-16,47127,75936,akvdsw,-66198.15,man,cvkhfbj
1982-11-21,85629,67546,gnzkjvh,-37938.90,zrx,cmoecz
2098-10-15,99028,55816,uqzs,-300558.19,acnvm,jkyj
1992-11-26,41982,64330,ywe,56488.85,zdqublt,dcvch
2092-11-25,12305,22974,btd,275636.14,apjrke,qwfzsyd
2095-11-30,51478,23384,fzhzdvyr,-282875.41,cnhvo,fhlnqc
2001-10-22,32734,27153,urhpq,-43812.10,ppi,rsy
1934-11-12,93502,20770,tjki,173273.86,aqlvn,wnvealt
1990-11-30,8758,46189,igmd,324213.15,oijxze,qbxanozx
1933-10-25,89609,45838,ticvm,-293610.23,bgxtdh,yindesn
1916-11-30,69201,28436,obsse,36231.19,zklxxd,frjdvlm
2012-10-28,2501,94390,meafv,255054.84,hcwmajqe,fcimea
1990-11-25,15112,41247,ncla,-294478.90,ehgmp,ncmee
1953-10-27,57956,39189,rxloaam,-243684.95,ypvuc,nteyxqgs
1929-11-18,93507,61136,fexqlifz,266216.50,wqpsf,tmozkbfi
1946-11-16,50655,90369,dnrr,337745.07,cjud,ycmuzpj
2087-10-26,5882,62056,abdmrf,224592.81,fzwlmj,qkvub
2086-11-19,71930,45853,tdjwr,-307581.38,gjt,daraud
2075-10-10,43327,69111,ofzqkl,-213712.20,palc,ewuclsys
1932-10-28,88243,41175,fvbbclpp,260765.68,zhfnuo,tbfya
2000-11-25,15007,57954,dhr,-220800.19,beq,sog
2002-11-29,14985,36645,firqgcrb,-61233.98,xqpslru,tqavtlgy
2015-10-20,62943,89602,vblqwjot,212134.76,exo,hlx
2037-10-25,80239,9689,ceiuya,-132786.25,vec,rmicoun
2015-10-13,30368,45364,jumruh,181544.74,loqygat,dpkt
1931-10-23,7898,28696,izpblmq,-311642.64,jqihalyv,ntdcrg
1961-11-14,21410,15595,iec,265763.58,fakp,btfbl
1911-11-11,49656,132,seqot,-324912.99,toxhti,pxuoemuh
2063-11-30,63586,10454,fci,-180350.87,akh,fmnbkcqp
1918-10-21,85001,1160,gyp,-250168.83,nqrld,uaotqkkq
2096-11-20,94808,56355,ztpms,8252.80,ptebeox,gyzwim
1980-10-29,30400,31490,bebtwu,-9296.82,emjmz,qyblo
2022-11-26,50150,63962,dhwvmrki,-51902.83,auqhmfmd,veb
2058-11-24,22609,47897,esfz,308187.65,thl,qnss
1975-11-16,4508,94749,qkwott,-17519.38,fojc,zuavk
1920-10-21,30397,51034,tkocg,-101688.33,uazpsu,vvunsbur
2072-10-15,83274,62004,xwjsr,328049.01,xdbgw,xepxoiym
1915-11-22,25810,52106,vpb,-215343.69,qpi,dmfq
2059-10-28,43626,96636,zhyec,-164069.28,yxgrs,szvesa
2013-11-27,77488,61684,mqczrv,100231.01,pewhx,cblfb
2078-11-17,72251,48334,thlfxxuu,-250375.03,pznakt,nwru
2089-11-17,65294,13682,vkmyaxnl,-345076.69,gpmc,arxzmwpp
2017-11-17,30902,4760,nirs,-233894.22,bzgewoqb,txz
2080-10-20,12570,56836,pbzmvtl,-55194.74,pookvcd,bjkfwmq
1904-10-10,9651,23238,axmdpfe,-41159.28,ttejhpjz,oync
1957-10-19,94684,30772,ldul,-20272.21,rto,cqr
2023-11-16,60420,42974,ibygn,-242562.30,xnrv,uuztzchx
2061-10-23,8164,56135,qiejvqg,-196548.51,bxlahxh,fdc
2022-10-24,15700,56628,agoupl,-272726.68,mwm,xsdmaay
1943-10-29,11541,94901,imfmya,266610.76,eohrveb,tod
1924-11-15,82987,54080,trpa,-79723.70,ndm,azvevr
1973-10-24,31393,13696,cclw,132984.15,tfvmgiz,unricbse
1952-11-29,65200,94069,rnbkesh,-216905.70,yvuyybt,yzfb
2035-10-24,49916,27981,hel,-84045.57,dcivzc,vkqtwqlh
1951-11-11,40337,93893,uix,2895.37,xjtlvd,nsny
2012-11-25,92004,63418,hdutq,-261646.77,wtr,zhtjj
2006-11-15,73455,6005,ewpat,213069.16,ouf,xinytbl
2049-11-14,12167,11448,vvsbupr,-181578.90,lloqhc,jjfcoec
1942-10-20,43963,42726,rud,28683.50,vxekamj,pyp
1942-11-28,22306,62520,glrtxrdk,245395.58,cqwkfz,crgz
2060-11-10,57565,15680,laqcfj,72179.64,wtmhvs,rqgbz
2018-10-11,70369,93595,ppnn,-199910.25,rseulkpe,ypci
1964-10-26,76854,71328,rrng,283072.31,crcwdsce,vvo
2006-11-23,81408,80032,asbwbp,-222031.15,gqqirj,upipvp
2096-11-19,80991,63716,vje,-74269.11,wec,mfjaxpf
2049-11-12,60850,5408,keixnzvd,-335842.57,ibth,ujzh
2083-11-12,83461,90220,zszm,242629.07,fiqzli,yklhu
1926-11-26,10616,72295,hlugr,-46635.72,hfdqse,xkmi
1932-11-26,75396,96022,rlud,-244062.21,yjbtxm,bvioefz
2015-10-13,73003,17209,trd,324620.24,zxncs,lzxhvnif
1963-11-11,44052,29449,flxd,-328809.89,myzlwg,sfjcn
2074-10-21,35550,35605,zpq,44111.20,fmpugjcm,pam
1916-11-22,91769,75123,ukudxku,168488.05,gdu,lxzriuny
2067-10-15,21938,96377,jakyfk,-157.21,nioidbgd,zxummzl
2008-10-18,342,2617,sdd,294884.37,xvziua,vbbiehmu
2050-10-11,31325,50852,lykcl,262438.44,amfnph,tgomu
1921-10-17,23884,19552,dvfor,316552.00,tybkwgkb,khy
1990-11-19,91577,55942,lbk,25715.50,jvcafzs,bbqhfv
2095-11-29,79776,68030,tguey,-202303.26,zgajngz,rqful
2080-11-13,85868,66995,zisr,97628.55,jemphl,ouhcrwaw
1939-11-22,95891,30155,xwwxp,-214444.20,oire,ukywvf
1962-11-23,27999,28033,lgxzj,-189810.00,yqlrtow,skpdrauu
2090-11-10,99025,20839,duwrua,273201.66,tkzmcq,jtdb
2080-10-10,87165,47774,bgox,253066.27,zhuco,mtqfvdqw
2081-11-27,2456,69512,dber,279226.14,zyrbxvzv,qkrloyr
1930-11-27,11722,88901,lndvjw,132798.66,qbhbb,tjszxqg
2098-10-17,15985,95331,wmycb,-91990.34,thbefk,spma
1921-10-16,85117,12467,tqnqx,256879.00,tbt,nwmn
2055-11-13,30930,91975,ewyfrue,-212190.64,udx,iqxodxn
2013-11-27,56094,32543,ifoysim,127820.21,lyb,ouee
1916-10-23,51532,56649,bghm,-235158.03,unecexth,hibj
2086-11-27,60346,48972,ibgdn,322572.57,kgjns,jcep
2060-10-13,893,58999,onfyegup,-57024.06,miuotsnz,novzk
2078-10-12,24791,49462,msqt,-208752.68,mqugi,jvuxbfa
2029-11-21,35584,10408,iiyciw,138053.22,xculp,wrfagkau
2071-10-12,14581,81436,aqefo,-42543.36,xba,yxo
1980-10-13,78505,25579,tghpzlk,71227.92,lagznb,wtiotmlb
1937-10-18,1484,91336,sirpqlzh,93217.95,ngadwbbi,xytjnk
2015-10-10,61636,93986,gjmdwcr,145814.95,upymfwtt,xqlaeah
2054-10-10,80557,95661,bseakd,87296.94,pkd,oyuu
2060-10-27,82014,70958,zmbzztq,-135976.64,yjsnd,dukd
1936-10-15,90293,9356,epyncn,-47679.66,adyph,rjceqx
1986-10-12,46914,92595,jqzcvt,-25573.11,isaq,tvbdchc
2049-11-30,83540,2689,ziziby,220532.16,kmmkkbn,xmpp
1980-11-14,64749,87175,ebvpf,-235023.99,bid,gqp
1914-10-10,77556,61125,zcejaott,-76540.43,lpq,xbgtyfn
2032-10-26,6190,59664,kaapicqp,-339447.50,mdbknwe,aixul
1917-11-12,6122,50748,bxtkgvk,-166217.63,oohtwtvq,hgkgdsv
1980-11-21,9220,98908,oisfxb,30741.44,cfcqd,ealy
1997-10-12,66688,68755,dmsb,197890.15,puv,bazh
1960-10-15,94845,57667,ycqcaucx,-22624.23,inrksu,pousyx
1946-10-17,58186,90195,dwrbdnx,79391.46,rzzkcf,ymggj
2042-10-12,93215,32668,ivgy,337239.71,ouads,ydj
1915-10-21,69479,39755,biwhqgv,-290586.57,xmdav,ugb
1968-10-24,7710,24119,ohss,-252844.21,ymzu,cudsrd
2033-11-22,44102,2742,fzlfi,-312874.22,qxzpin,mbys
1970-10-19,45288,67997,uowu,114918.76,xnl,pnb
2031-10-30,82918,90474,rjynxst,-274933.12,kxaq,hbxdgolb
1993-11-28,22832,34012,kgwhior,-265615.77,zzuanp,yxz
1958-10-22,60006,87704,fbeyrdq,292424.25,qffeyard,wfz
2005-10-15,41323,36257,vydnq,-6836.78,vgrqf,pfsfv
1953-11-22,47538,63872,yushz,204522.56,zyq,bqqm
2094-11-20,98369,17940,mkqhalt,-253200.59,skscaadz,byzok
2029-10-27,29193,97808,kdkq,72122.25,mbsqegph,jsnf
1949-10-22,68402,82180,iai,300087.07,iuwy,xena
2094-11-25,22096,65952,nmbd,-233682.73,xwjojit,satccda
2046-10-22,19943,35557,ofppfh,-157295.47,sridrsz,pookx
1945-10-26,48855,89599,kywjy,299909.49,ddwz,xjldtek
1996-11-20,35179,69341,aoc,265174.70,lks,rzxpfiay
2095-10-13,63540,15001,uhhezgz,38882.48,dfqlt,cugz
2077-11-30,21564,8261,oioofi,188471.99,ebvsatfo,jsqswxh
2021-10-28,74897,83495,rvooafs,182017.47,oifmlp,klqwuod
2076-11-26,44157,53796,kblbe,306108.36,fzzpd,eshvhaa
2036-10-22,49024,84357,uocaf,-301511.99,etuxafo,ngdl
2010-10-20,2191,30626,muyhm,-164727.88,phit,lsjagjt
2037-10-10,31115,43891,ltwqfgk,-27746.14,wdas,kajlojvr
2024-10-23,6368,53707,pjqglfut,19775.11,rmjdmfy,xnq
2018-10-12,26007,47223,lykdb,-308337.28,pgcaoquy,yprp
2019-11-28,53202,22353,nly,-17576.96,hbknxi,xiocagoa
2061-11-13,9549,53347,fnuaobp,-127878.27,tgesi,zura
1910-10-18,52874,69688,dpoqdcqc,-216928.52,zopahzmp,dfimk
2055-11-17,31996,86681,utib,-252324.85,mbaeyego,jnatd
2057-11-12,57049,42625,rktciisj,-15519.57,obwhzlqn,pjrpgdl
1988-10-14,96084,88453,iqfisl,-110592.30,wwjzii,zzbgy
1989-10-25,70710,2037,vvd,183942.15,ukfnu,fuhmh
1904-10-18,73728,2469,rcvhde,185916.92,cujqwcy,pifie
2036-11-12,62668,52756,orkzsw,-80803.44,ogacjqda,swueb
1994-10-28,32032,18036,eforijr,268559.41,wuysu,gkmv
1996-10-15,6203,56512,aqcdtzal,-99642.99,jaj,aevgtf
1962-10-28,84749,80622,yzbuzla,113332.34,stajnux,boi
1961-10-14,5080,41021,fhh,87345.40,zntni,serbeo
1919-10-14,22072,99495,myfyy,-264334.11,vnwzafy,hneplm
2039-11-22,74809,88594,pmzvghzs,-82137.14,jjtzococ,mrejkbbu
2026-11-21,24786,4217,mofdlzla,330480.63,yfw,eapnpnw
2026-10-26,983,12789,jghv,-305311.05,wuvx,blqrkaqq
2086-11-28,58538,55796,gdprjjoo,-196509.09,xillhhlb,smvpuqhl
2047-10-13,84251,16620,abb,247143.71,hcxekbs,pudrjg
1956-10-27,37151,13471,vjvfb,-342265.28,tspcxxth,elt
2023-11-18,64939,92675,azwcd,-183528.48,bcwqdloo,mblb
2025-10-18,64288,13935,ndwslet,341896.47,flp,uxjip
2017-10-23,59929,23491,fbg,18057.93,twu,qxbftow
1964-10-20,74887,66181,apuv,-104229.66,hqf,dkzmq
1947-10-24,86629,7702,qsrriqeb,-249789.17,rublqhah,wtryg
1996-11-19,40334,44573,fehaczc,-105150.80,agebnqj,epunk
2036-10-11,46188,79886,xlzj,-180006.22,xxxr,kvkgrvhg
2000-10-16,40276,82654,atpfpb,149568.11,pzi,gzuz
2001-10-23,62910,56819,babfma,156427.74,nfb,kvy
2044-10-26,33766,78836,bqwizzp,334217.66,wxcike,vcqx
1989-10-26,33414,1107,ahbdv,79979.81,teruyuj,vjbikjz
1997-11-24,20732,42823,ghib,157741.22,obwjnry,ibtiydyh
2032-11-24,31662,97522,mkurdwc,235179.33,gvptvhc,vdel
1925-10-21,78540,46741,zdxwbtw,-219923.19,ipohiz,sjeaj
1961-10-26,14600,1534,vtbmdg,177136.41,lwkjpccw,xcxlxu
2057-10-16,1468,76362,glcinmxc,-194213.95,egaqf,icryboih
1963-11-30,31052,44334,qgpmnxs,307588.34,ndblyxch,yakbe
2029-11-25,13318,6304,xnlznfv,-105239.30,uhytk,gsq
2068-11-27,84473,36486,qbpoux,155604.85,ozpjfank,wxmgpvy
2043-10-17,79195,31690,qfzi,-188172.26,yeedmmhg,wdrkiqj
1987-10-22,70564,22615,zdvayzmh,252156.07,hndkbj,jugadidb
1932-10-19,85300,16059,pzjjlc,199892.36,lejfn,iqr
1950-10-29,80995,16889,zopohqur,171703.52,pbqxd,urdegxl
2091-10-24,86528,26426,sspkhf,-56494.77,mogft,hpb
2015-11-13,77462,56519,izxwbled,242228.78,mqqonpnf,qely
1910-11-17,21457,36915,syt,-88803.55,wrfhe,cvvvqco
2016-11-14,74830,60812,bjajl,138024.13,eicfd,npfy
2092-10-15,58356,69593,midegvag,270786.77,kiutp,yjgudbbx
2075-11-22,7356,50167,hypetae,77467.99,uccj,qnmrz
1924-10-26,39319,86417,jdhmzp,-186903.19,edayydpm,dmfsmluc
2068-10-24,14112,91161,etlo,251397.92,zgjyfsy,gcry
2025-10-21,48780,81158,crrswf,-164025.80,dpwe,qxytvxt
2032-11-30,91516,2649,noeo,80873.28,mltl,toyqvnoa
2071-10-30,15164,63682,bhmdhk,149614.24,vprifpbf,yxfzd
2035-10-26,70163,11040,slxunu,121723.78,xgnvoe,ltpn
2075-10-22,40407,78145,hnm,176653.04,skaxvvt,fenelmt
2021-10-21,29057,94209,ydplriwi,87426.24,fmacoksf,cjfez
1976-11-30,84669,8004,cush,-316980.59,mqixij,ksoz
2097-10-27,17354,13770,okw,159250.87,bzeqhez,akl
1951-10-28,73940,58634,uyehkiun,-110972.20,lqiovqrl,bluua
2064-11-19,85326,37286,dqzksgjp,-226383.70,hcmzxma,fgiemxwn
2027-11-17,14238,68087,kffdrwz,155254.20,tsoxqgxd,pqjxx
1923-10-12,37950,46513,nemifuec,-71978.59,bjlltaqi,bnjgj
1905-10-15,52133,94720,nsd,-49472.94,cbioyhsv,qlhclsbk
1951-11-18,99106,12871,qtrnp,-300206.79,eeruug,hfygp
1996-10-28,5584,17219,pfxjwos,-337871.65,dkpvc,eghtpa
2012-10-16,41675,98033,biquti,344016.80,iqdgkfn,ypgot
2009-10-29,37068,276,yjo,-117994.28,rxliso,qfrhygdh
1997-10-19,65305,41596,yrivj,-223169.78,cthd,diuh
2043-11-17,30637,36267,fsnwlnmb,-276711.41,diin,nynwou
2021-10-21,3239,56583,lbpslcnl,39751.82,qqzvbe,ehz
2078-10-28,88688,86923,vvqlq,22527.61,mkjpquy,hbuxonf
1982-11-29,46666,43038,yplisle,-191475.84,rhrz,vfzjskkg
2098-11-18,21373,68323,ynjv,299445.17,npw,jlisbzto
1924-10-12,74107,51728,ckaymsh,-150168.04,fahjwu,hrgp
2061-11-13,32440,20758,xax,-27976.54,gbkk,blgqq
1935-10-18,42465,16181,whoqzmsj,139178.03,uoci,dcm
2046-10-21,81361,73930,dgakkzzn,-89777.16,gca,amheq
1904-11-28,72941,20644,zbxnt,172479.10,jeuttjat,edlx
2015-10-23,5880,13582,beear,238586.35,olmlhznp,fiqefb
1905-11-27,13721,87875,btvn,187756.18,bvih,asmea
2074-10-29,355,52897,qji,78154.29,mrqzqtcz,ltugpmu
2053-10-24,17481,52154,ltqguedy,-269267.52,lqcdbd,thrnnbf
1934-11-27,49265,94662,nusks,-305373.26,bud,yqpfqoi
